round,date,num_winners,reward,first,second,third,fourth,fifth,sixth,bonus,win
378,2010.02.27,5,2317698240,5,22,29,31,34,39,43,1
378,2010.02.27,0,0,4,20,17,40,22,23,26,0
377,2010.02.20,3,3912085400,6,22,29,37,43,45,23,1
377,2010.02.20,0,0,1,39,41,33,6,4,9,0
376,2010.02.13,6,1956915800,1,11,13,24,28,40,7,1
376,2010.02.13,0,0,14,30,20,39,42,11,9,0
375,2010.02.06,7,1581284058,4,8,19,25,27,45,7,1
375,2010.02.06,0,0,28,32,21,37,31,8,22,0
374,2010.01.30,2,5528717850,11,13,15,17,25,34,26,1
374,2010.01.30,0,0,12,39,45,8,7,37,43,0
373,2010.01.23,4,2791801125,15,26,37,42,43,45,9,1
373,2010.01.23,0,0,36,24,30,18,8,13,15,0
372,2010.01.16,9,1192593200,8,11,14,16,18,21,13,1
372,2010.01.16,0,0,37,41,23,19,8,26,9,0
371,2010.01.09,7,1524130543,7,9,15,26,27,42,18,1
371,2010.01.09,0,0,12,36,7,3,35,43,22,0
370,2010.01.02,7,1678941943,16,18,24,42,44,45,17,1
370,2010.01.02,0,0,34,15,18,1,24,11,28,0
369,2009.12.26,6,1842177750,17,20,35,36,41,43,21,1
369,2009.12.26,0,0,24,45,6,42,5,14,27,0
368,2009.12.19,7,1465825115,11,21,24,30,39,45,26,1
368,2009.12.19,0,0,26,24,45,11,28,13,23,0
367,2009.12.12,7,1581736586,3,22,25,29,32,44,19,1
367,2009.12.12,0,0,8,4,13,45,21,39,18,0
366,2009.12.05,2,5351553900,5,12,19,26,27,44,38,1
366,2009.12.05,0,0,12,25,19,42,14,39,11,0
365,2009.11.28,1,10697716800,5,15,21,25,26,30,31,1
365,2009.11.28,0,0,37,23,9,21,6,32,1,0
364,2009.11.21,4,2531914800,2,5,7,14,16,40,4,1
364,2009.11.21,0,0,27,11,18,17,45,40,9,0
363,2009.11.14,4,2615910600,11,12,14,21,32,38,6,1
363,2009.11.14,0,0,33,3,21,26,31,5,16,0
362,2009.11.07,6,1729424650,2,3,22,27,30,40,29,1
362,2009.11.07,0,0,4,13,27,30,17,23,8,0
361,2009.10.31,7,1473115115,5,10,16,24,27,35,33,1
361,2009.10.31,0,0,7,16,45,26,39,18,8,0
360,2009.10.24,3,3566716200,4,16,23,25,35,40,27,1
360,2009.10.24,0,0,35,17,24,3,43,21,39,0
359,2009.10.17,8,1286712600,1,10,19,20,24,40,23,1
359,2009.10.17,0,0,11,5,30,16,26,32,37,0
358,2009.10.10,3,3472654900,1,9,10,12,21,40,37,1
358,2009.10.10,0,0,8,15,18,11,7,20,21,0
357,2009.10.03,2,5313394350,10,14,18,21,36,37,5,1
357,2009.10.03,0,0,2,6,24,22,37,45,42,0
356,2009.09.26,9,1157185267,2,8,14,25,29,45,24,1
356,2009.09.26,0,0,8,25,29,26,38,33,9,0
355,2009.09.19,5,2145424800,5,8,29,30,35,44,38,1
355,2009.09.19,0,0,12,43,42,36,29,23,7,0
354,2009.09.12,5,2124464340,14,19,36,43,44,45,1,1
354,2009.09.12,0,0,30,29,21,20,42,36,39,0
353,2009.09.05,2,5290838250,11,16,19,22,29,36,26,1
353,2009.09.05,0,0,8,6,16,39,28,7,43,0
352,2009.08.29,6,1732858250,5,16,17,20,26,41,24,1
352,2009.08.29,0,0,30,29,33,14,28,35,9,0
351,2009.08.22,4,2583357150,5,25,27,29,34,36,33,1
351,2009.08.22,0,0,34,23,20,12,44,45,5,0
350,2009.08.15,9,1101052467,1,8,18,24,29,33,35,1
350,2009.08.15,0,0,30,1,43,20,29,3,35,0
349,2009.08.08,3,3353209000,5,13,14,20,24,25,36,1
349,2009.08.08,0,0,27,2,6,29,19,32,21,0
348,2009.08.01,3,3299994000,3,14,17,20,24,31,34,1
348,2009.08.01,0,0,7,32,35,39,18,26,13,0
347,2009.07.25,7,1456624286,3,8,13,27,32,42,10,1
347,2009.07.25,0,0,9,16,13,36,39,44,26,0
346,2009.07.18,5,2017727340,5,13,14,22,44,45,33,1
346,2009.07.18,0,0,38,23,16,15,6,44,14,0
345,2009.07.11,2,5203577550,15,20,23,29,39,42,2,1
345,2009.07.11,0,0,45,18,28,44,3,10,42,0
344,2009.07.04,7,1467106543,1,2,15,28,34,45,38,1
344,2009.07.04,0,0,40,26,42,15,36,25,12,0
343,2009.06.27,6,1717153000,1,10,17,29,31,43,15,1
343,2009.06.27,0,0,9,35,26,16,34,29,4,0
342,2009.06.20,3,3454095800,1,13,14,33,34,43,25,1
342,2009.06.20,0,0,37,44,19,28,8,27,5,0
341,2009.06.13,7,1497207772,1,8,19,34,39,43,41,1
341,2009.06.13,0,0,23,24,5,15,26,32,9,0
340,2009.06.06,7,1439393186,18,24,26,29,34,38,32,1
340,2009.06.06,0,0,24,8,40,13,9,14,28,0
339,2009.05.30,9,1096778334,6,8,14,21,30,37,45,1
339,2009.05.30,0,0,37,34,17,28,39,18,44,0
338,2009.05.23,3,3383431000,2,13,34,38,42,45,16,1
338,2009.05.23,0,0,16,3,20,22,32,27,21,0
337,2009.05.16,8,1257500513,1,5,14,18,32,37,4,1
337,2009.05.16,0,0,30,32,6,40,36,35,28,0
336,2009.05.09,6,1685632650,3,5,20,34,35,44,16,1
336,2009.05.09,0,0,26,35,43,28,41,13,16,0
335,2009.05.02,5,2037492480,5,9,16,23,26,45,21,1
335,2009.05.02,0,0,6,26,42,7,31,20,43,0
334,2009.04.25,7,1523002972,13,15,21,29,39,43,33,1
334,2009.04.25,0,0,13,39,25,20,9,40,38,0
333,2009.04.18,7,1550987143,5,14,27,30,39,43,35,1
333,2009.04.18,0,0,26,5,42,32,18,14,23,0
332,2009.04.11,8,1359448388,16,17,34,36,42,45,3,1
332,2009.04.11,0,0,8,2,38,42,28,34,20,0
331,2009.04.04,5,2165902620,4,9,14,26,31,44,39,1
331,2009.04.04,0,0,43,40,17,20,1,27,29,0
330,2009.03.28,9,1162280200,3,4,16,17,19,20,23,1
330,2009.03.28,0,0,28,15,9,2,23,30,24,0
329,2009.03.21,6,1830391200,9,17,19,30,35,42,4,1
329,2009.03.21,0,0,7,6,17,1,40,22,24,0
328,2009.03.14,6,1819795900,1,6,9,16,17,28,24,1
328,2009.03.14,0,0,21,23,12,45,37,6,40,0
327,2009.03.07,12,882674750,6,12,13,17,32,44,24,1
327,2009.03.07,0,0,20,31,5,35,11,38,8,0
326,2009.02.28,6,1832134550,16,23,25,33,36,39,40,1
326,2009.02.28,0,0,27,40,11,5,38,36,12,0
325,2009.02.21,6,1806122450,7,17,20,32,44,45,33,1
325,2009.02.21,0,0,15,29,36,4,6,1,19,0
324,2009.02.14,6,1865130350,2,4,21,25,33,36,17,1
324,2009.02.14,0,0,7,12,1,3,10,13,31,0
323,2009.02.07,8,1461025388,10,14,15,32,36,42,3,1
323,2009.02.07,0,0,2,31,22,8,17,28,29,0
322,2009.01.31,6,1904544700,9,18,29,32,38,43,20,1
322,2009.01.31,0,0,7,42,9,5,13,18,2,0
321,2009.01.24,6,1959136100,12,18,20,21,25,34,42,1
321,2009.01.24,0,0,31,8,22,12,9,1,29,0
320,2009.01.17,2,5513067900,16,19,23,25,41,45,3,1
320,2009.01.17,0,0,8,44,4,41,23,19,16,0
319,2009.01.10,5,2135659380,5,8,22,28,33,42,37,1
319,2009.01.10,0,0,9,11,37,36,1,14,40,0
318,2009.01.03,9,1207436600,2,17,19,20,34,45,21,1
318,2009.01.03,0,0,8,19,28,33,25,31,35,0
317,2008.12.27,4,2576258550,3,10,11,22,36,39,8,1
317,2008.12.27,0,0,23,7,32,40,25,31,39,0
316,2008.12.20,6,1673586400,10,11,21,27,31,39,43,1
316,2008.12.20,0,0,33,11,19,40,20,43,44,0
315,2008.12.13,8,1308728625,1,13,33,35,43,45,23,1
315,2008.12.13,0,0,1,18,19,33,35,20,15,0
314,2008.12.06,6,1660512200,15,17,19,34,38,41,2,1
314,2008.12.06,0,0,5,45,34,4,24,44,13,0
313,2008.11.29,6,1715422800,9,17,34,35,43,45,2,1
313,2008.11.29,0,0,22,36,5,45,10,40,43,0
312,2008.11.22,15,629017820,2,3,5,6,12,20,25,1
312,2008.11.22,0,0,11,15,21,6,24,44,19,0
311,2008.11.15,8,1237691063,4,12,24,27,28,32,10,1
311,2008.11.15,0,0,6,25,21,44,11,38,42,0
310,2008.11.08,8,1296713325,1,5,19,28,34,41,16,1
310,2008.11.08,0,0,7,37,22,38,21,34,29,0
309,2008.11.01,11,901622946,1,2,5,11,18,36,22,1
309,2008.11.01,0,0,1,35,4,44,2,9,22,0
308,2008.10.25,1,10232872800,14,15,17,19,37,45,40,1
308,2008.10.25,0,0,1,20,11,28,5,14,37,0
307,2008.10.18,4,2587643250,5,15,21,23,25,45,12,1
307,2008.10.18,0,0,20,32,27,19,14,24,38,0
306,2008.10.11,5,2102669520,4,18,23,30,34,41,19,1
306,2008.10.11,0,0,24,15,37,18,28,10,1,0
305,2008.10.04,5,2008210140,7,8,18,21,23,39,9,1
305,2008.10.04,0,0,6,9,25,13,16,27,8,0
304,2008.09.27,6,1661646150,4,10,16,26,33,41,38,1
304,2008.09.27,0,0,38,2,7,44,40,12,36,0
303,2008.09.20,6,1672749000,2,14,17,30,38,45,43,1
303,2008.09.20,0,0,11,17,23,20,4,19,25,0
302,2008.09.13,2,5472167250,13,19,20,32,38,42,4,1
302,2008.09.13,0,0,13,32,23,1,7,43,37,0
301,2008.09.06,7,1447385015,7,11,13,33,37,43,26,1
301,2008.09.06,0,0,16,36,5,17,26,20,8,0
300,2008.08.30,12,836092425,7,9,10,12,26,38,39,1
300,2008.08.30,0,0,7,39,26,16,11,40,42,0
299,2008.08.23,7,1483772529,1,3,20,25,36,45,24,1
299,2008.08.23,0,0,30,41,40,42,2,35,37,0
298,2008.08.16,1,9909778500,5,9,27,29,37,40,19,1
298,2008.08.16,0,0,31,14,33,21,40,39,36,0
297,2008.08.09,2,5056668750,6,11,19,20,28,32,34,1
297,2008.08.09,0,0,3,35,5,45,28,21,41,0
296,2008.08.02,8,3066088275,3,8,15,27,30,45,44,1
296,2008.08.02,0,0,4,45,21,12,40,5,27,0
295,2008.07.26,0,0,1,4,12,16,18,38,8,1
295,2008.07.26,0,0,39,8,25,24,14,7,27,0
294,2008.07.19,4,2406504975,6,10,17,30,37,38,40,1
294,2008.07.19,0,0,11,29,3,31,18,27,9,0
293,2008.07.12,6,1656764400,1,9,17,21,29,33,24,1
293,2008.07.12,0,0,34,37,19,10,13,15,41,0
292,2008.07.05,14,720373950,17,18,31,32,33,34,10,1
292,2008.07.05,0,0,37,31,9,4,13,19,10,0
291,2008.06.28,7,1450585200,3,7,8,18,20,42,45,1
291,2008.06.28,0,0,31,8,30,40,45,1,44,0
290,2008.06.21,13,2149214424,8,13,18,32,39,45,7,1
290,2008.06.21,0,0,19,40,45,29,27,18,26,0
289,2008.06.14,0,0,3,14,33,37,38,42,10,1
289,2008.06.14,0,0,14,5,27,1,12,31,38,0
288,2008.06.07,4,2357261550,1,12,17,28,35,41,10,1
288,2008.06.07,0,0,18,23,45,2,6,11,14,0
287,2008.05.31,7,1328657100,6,12,24,27,35,37,41,1
287,2008.05.31,0,0,45,40,43,35,6,3,24,0
286,2008.05.24,3,3236566300,1,15,19,40,42,44,17,1
286,2008.05.24,0,0,8,13,27,1,4,23,7,0
285,2008.05.17,3,3164370100,13,33,37,40,41,45,2,1
285,2008.05.17,0,0,36,16,25,3,2,32,18,0
284,2008.05.10,3,3117640300,2,7,15,24,30,45,28,1
284,2008.05.10,0,0,22,38,37,11,29,41,6,0
283,2008.05.03,3,3137224600,6,8,18,31,38,45,42,1
283,2008.05.03,0,0,8,35,3,44,2,25,23,0
282,2008.04.26,7,1322052643,2,5,10,18,31,32,30,1
282,2008.04.26,0,0,9,21,24,1,31,19,14,0
281,2008.04.19,6,1554683200,1,3,4,6,14,41,12,1
281,2008.04.19,0,0,35,31,7,23,30,37,4,0
280,2008.04.12,7,1355258529,10,11,23,24,36,37,35,1
280,2008.04.12,0,0,16,13,36,1,5,18,33,0
279,2008.04.05,5,1914205320,7,16,31,36,37,38,11,1
279,2008.04.05,0,0,29,38,35,39,32,1,45,0
278,2008.03.29,3,3186530000,3,11,37,39,41,43,13,1
278,2008.03.29,0,0,11,20,42,31,25,43,12,0
277,2008.03.22,3,3272627800,10,12,13,15,25,29,20,1
277,2008.03.22,0,0,25,7,21,43,9,3,29,0
276,2008.03.15,3,3312569000,4,15,21,33,39,41,25,1
276,2008.03.15,0,0,12,32,18,19,2,44,31,0
275,2008.03.08,1,10044066900,14,19,20,35,38,40,26,1
275,2008.03.08,0,0,24,44,15,9,5,35,28,0
274,2008.03.01,4,2505085575,13,14,15,26,35,39,25,1
274,2008.03.01,0,0,7,5,38,45,17,28,32,0
273,2008.02.23,3,3339543100,1,8,24,31,34,44,6,1
273,2008.02.23,0,0,25,2,19,43,23,30,14,0
272,2008.02.16,9,1104622800,7,9,12,27,39,43,28,1
272,2008.02.16,0,0,41,8,10,42,45,20,5,0
271,2008.02.09,6,1565918150,3,8,9,27,29,40,36,1
271,2008.02.09,0,0,35,11,27,6,45,32,22,0
270,2008.02.02,5,1927830060,5,9,12,20,21,26,27,1
270,2008.02.02,0,0,44,32,33,11,29,43,12,0
269,2008.01.26,5,1961399940,5,18,20,36,42,43,32,1
269,2008.01.26,0,0,34,37,19,13,31,17,1,0
268,2008.01.19,7,1350954515,3,10,19,24,32,45,12,1
268,2008.01.19,0,0,14,35,39,45,42,21,31,0
267,2008.01.12,3,3257663300,7,8,24,34,36,41,1,1
267,2008.01.12,0,0,34,36,18,20,29,17,2,0
266,2008.01.05,3,3207211700,3,4,9,11,22,42,37,1
266,2008.01.05,0,0,31,30,40,22,8,36,10,0
265,2007.12.29,8,1200838575,5,9,34,37,38,39,12,1
265,2007.12.29,0,0,5,20,7,22,14,42,28,0
264,2007.12.22,7,1344889200,9,16,27,36,41,44,5,1
264,2007.12.22,0,0,7,38,37,12,43,44,39,0
263,2007.12.15,6,1551704900,1,27,28,32,37,40,18,1
263,2007.12.15,0,0,39,30,28,6,10,22,35,0
262,2007.12.08,2,4518741600,9,12,24,25,29,31,36,1
262,2007.12.08,0,0,1,23,24,29,10,25,14,0
261,2007.12.01,3,3192299100,6,11,16,18,31,43,2,1
261,2007.12.01,0,0,31,18,3,32,11,30,33,0
260,2007.11.24,4,2310085575,7,12,15,24,37,40,43,1
260,2007.11.24,0,0,11,21,13,9,15,30,4,0
259,2007.11.17,2,4838533500,4,5,14,35,42,45,34,1
259,2007.11.17,0,0,30,31,5,29,26,28,27,0
258,2007.11.10,4,2426434350,14,27,30,31,38,40,17,1
258,2007.11.10,0,0,2,16,26,5,40,8,20,0
257,2007.11.03,4,2391377025,6,13,27,31,32,37,4,1
257,2007.11.03,0,0,10,11,38,40,39,32,24,0
256,2007.10.27,2,4891017000,4,11,14,21,23,43,32,1
256,2007.10.27,0,0,31,12,32,4,38,35,27,0
255,2007.10.20,6,1598618550,1,5,6,24,27,42,32,1
255,2007.10.20,0,0,11,20,21,14,26,31,4,0
254,2007.10.13,1,9741015900,1,5,19,20,24,30,27,1
254,2007.10.13,0,0,17,24,37,1,33,7,29,0
253,2007.10.06,4,2466189525,8,19,25,31,34,36,33,1
253,2007.10.06,0,0,15,38,1,45,39,35,42,0
252,2007.09.29,7,1391089715,14,23,26,31,39,45,28,1
252,2007.09.29,0,0,37,5,14,41,30,43,39,0
251,2007.09.22,8,1282616400,6,7,19,25,28,38,45,1
251,2007.09.22,0,0,41,44,17,3,19,32,22,0
250,2007.09.15,5,1994726280,19,23,30,37,43,45,38,1
250,2007.09.15,0,0,25,27,37,43,18,23,7,0
249,2007.09.08,6,1663568700,3,8,27,31,41,44,11,1
249,2007.09.08,0,0,32,24,23,27,37,31,36,0
248,2007.09.01,8,1227479363,3,8,17,23,38,45,13,1
248,2007.09.01,0,0,36,35,5,9,8,24,41,0
247,2007.08.25,6,1669313900,12,15,28,36,39,40,13,1
247,2007.08.25,0,0,27,13,22,21,45,19,15,0
246,2007.08.18,5,1911774240,13,18,21,23,26,39,15,1
246,2007.08.18,0,0,8,21,44,20,7,13,31,0
245,2007.08.11,7,1382583129,9,11,27,31,32,38,22,1
245,2007.08.11,0,0,1,28,21,13,22,18,11,0
244,2007.08.04,1,9121583100,13,16,25,36,37,38,19,1
244,2007.08.04,0,0,45,22,28,4,5,17,26,0
243,2007.07.28,4,2408850000,2,12,17,19,28,42,34,1
243,2007.07.28,0,0,37,28,18,11,38,25,35,0
242,2007.07.21,8,1234542375,4,19,20,21,32,34,43,1
242,2007.07.21,0,0,26,42,41,5,20,23,13,0
241,2007.07.14,4,2552016300,2,16,24,27,28,35,21,1
241,2007.07.14,0,0,9,33,23,35,41,26,25,0
240,2007.07.07,2,5098251450,6,10,16,40,41,43,21,1
240,2007.07.07,0,0,8,37,11,9,7,1,25,0
239,2007.06.30,9,1134140167,11,15,24,39,41,44,7,1
239,2007.06.30,0,0,45,42,35,29,22,7,27,0
238,2007.06.23,9,1121660567,2,4,15,28,31,34,35,1
238,2007.06.23,0,0,34,35,39,29,37,12,13,0
237,2007.06.16,7,1440630729,1,11,17,21,24,44,33,1
237,2007.06.16,0,0,9,13,10,7,42,43,2,0
236,2007.06.09,2,5030040150,1,4,8,13,37,39,7,1
236,2007.06.09,0,0,5,3,13,11,33,42,16,0
235,2007.06.02,3,3433330100,21,22,26,27,31,37,8,1
235,2007.06.02,0,0,40,9,34,2,39,29,24,0
234,2007.05.26,4,2519743875,13,21,22,24,26,37,4,1
234,2007.05.26,0,0,30,28,2,8,27,43,41,0
233,2007.05.19,10,999153750,4,6,13,17,28,40,39,1
233,2007.05.19,0,0,17,2,32,34,36,4,9,0
232,2007.05.12,9,1110918400,8,9,10,12,24,44,35,1
232,2007.05.12,0,0,8,43,20,42,41,14,31,0
231,2007.05.05,9,1088365900,5,10,19,31,44,45,27,1
231,2007.05.05,0,0,7,8,5,10,24,28,36,0
230,2007.04.28,8,1292929163,5,11,14,29,32,33,12,1
230,2007.04.28,0,0,8,41,37,21,5,27,28,0
229,2007.04.21,7,1451441100,4,5,9,11,23,38,35,1
229,2007.04.21,0,0,28,10,12,34,25,6,44,0
228,2007.04.14,9,1146700334,17,25,35,36,39,44,23,1
228,2007.04.14,0,0,36,8,2,7,23,29,21,0
227,2007.04.07,2,5253542400,4,5,15,16,22,42,2,1
227,2007.04.07,0,0,8,7,35,16,28,34,21,0
226,2007.03.31,6,1744100150,2,6,8,14,21,22,34,1
226,2007.03.31,0,0,29,33,25,10,1,39,34,0
225,2007.03.24,6,1777201800,5,11,13,19,31,36,7,1
225,2007.03.24,0,0,13,11,35,22,7,33,29,0
224,2007.03.17,6,1808969950,4,19,26,27,30,42,7,1
224,2007.03.17,0,0,38,7,2,39,1,37,34,0
223,2007.03.10,7,1498170600,1,3,18,20,26,27,38,1
223,2007.03.10,0,0,37,5,31,40,23,7,19,0
222,2007.03.03,5,2275193820,5,7,28,29,39,43,44,1
222,2007.03.03,0,0,16,27,25,32,13,15,41,0
221,2007.02.24,6,1800104250,2,20,33,35,37,40,10,1
221,2007.02.24,0,0,19,16,4,14,12,8,1,0
220,2007.02.17,6,1958094950,5,11,19,21,34,43,31,1
220,2007.02.17,0,0,22,6,18,23,19,15,20,0
219,2007.02.10,9,1208409167,4,11,20,26,35,37,16,1
219,2007.02.10,0,0,41,13,16,39,43,5,27,0
218,2007.02.03,4,2779075800,1,8,14,18,29,44,20,1
218,2007.02.03,0,0,12,5,13,26,25,37,19,0
217,2007.01.27,7,1611246172,16,20,27,33,35,39,38,1
217,2007.01.27,0,0,4,6,1,45,10,15,33,0
216,2007.01.20,13,848506108,7,16,17,33,36,40,1,1
216,2007.01.20,0,0,42,23,10,36,32,17,35,0
215,2007.01.13,7,1587689615,2,3,7,15,43,44,4,1
215,2007.01.13,0,0,37,16,11,4,43,14,2,0
214,2007.01.06,8,1406980875,5,7,20,25,28,37,32,1
214,2007.01.06,0,0,30,3,38,42,19,24,27,0
213,2006.12.30,8,1376678025,2,3,4,5,20,24,42,1
213,2006.12.30,0,0,36,32,43,7,15,40,29,0
212,2006.12.23,4,2660747250,11,12,18,21,31,38,8,1
212,2006.12.23,0,0,44,16,12,14,27,13,23,0
211,2006.12.16,10,1035800250,12,13,17,20,33,41,8,1
211,2006.12.16,0,0,2,3,36,45,44,37,27,0
210,2006.12.09,2,5139085950,10,19,22,23,25,37,39,1
210,2006.12.09,0,0,31,7,6,9,2,4,36,0
209,2006.12.02,6,1660896350,2,7,18,20,24,33,37,1
209,2006.12.02,0,0,20,25,40,2,21,30,16,0
208,2006.11.25,6,1760767400,14,25,31,34,40,44,24,1
208,2006.11.25,0,0,27,26,22,5,31,6,25,0
207,2006.11.18,5,2104673760,3,11,14,31,32,37,38,1
207,2006.11.18,0,0,30,31,36,9,11,32,25,0
206,2006.11.11,5,2032859340,1,2,3,15,20,25,43,1
206,2006.11.11,0,0,18,17,28,26,34,4,42,0
205,2006.11.04,6,1835221800,1,3,21,29,35,37,30,1
205,2006.11.04,0,0,34,42,27,22,37,18,15,0
204,2006.10.28,8,1358347125,3,12,14,35,40,45,5,1
204,2006.10.28,0,0,37,1,39,24,29,17,40,0
203,2006.10.21,5,2164564740,1,3,11,24,30,32,7,1
203,2006.10.21,0,0,26,41,23,21,33,19,14,0
202,2006.10.14,6,1893391700,12,14,27,33,39,44,17,1
202,2006.10.14,0,0,24,1,5,18,39,38,41,0
201,2006.10.07,1,9719465400,3,11,24,38,39,44,26,1
201,2006.10.07,0,0,42,43,4,10,9,23,27,0
200,2006.09.30,8,1344616613,5,6,13,14,17,20,7,1
200,2006.09.30,0,0,16,1,11,2,10,33,29,0
199,2006.09.23,2,5344252200,14,21,22,25,30,36,43,1
199,2006.09.23,0,0,11,17,20,18,12,3,7,0
198,2006.09.16,6,1797855050,12,19,20,25,41,45,2,1
198,2006.09.16,0,0,17,2,13,14,45,31,6,0
197,2006.09.09,6,1803018300,7,12,16,34,42,45,4,1
197,2006.09.09,0,0,11,5,2,43,28,10,40,0
196,2006.09.02,15,727876520,35,36,37,41,44,45,30,1
196,2006.09.02,0,0,10,41,20,1,31,33,18,0
195,2006.08.26,11,918992591,7,10,19,22,35,40,31,1
195,2006.08.26,0,0,12,45,23,30,36,29,21,0
194,2006.08.19,4,2650567875,15,20,23,26,39,44,28,1
194,2006.08.19,0,0,41,30,13,8,37,40,26,0
193,2006.08.12,3,3404449700,6,14,18,26,36,39,13,1
193,2006.08.12,0,0,34,19,6,9,8,29,4,0
192,2006.08.05,4,2445348375,4,8,11,18,37,45,33,1
192,2006.08.05,0,0,13,4,31,45,19,8,21,0
191,2006.07.29,4,2577114675,5,6,24,25,32,37,8,1
191,2006.07.29,0,0,39,17,31,16,10,29,25,0
190,2006.07.22,6,1784159450,8,14,18,30,31,44,15,1
190,2006.07.22,0,0,37,8,35,34,41,6,27,0
189,2006.07.15,3,3461775100,8,14,32,35,37,45,28,1
189,2006.07.15,0,0,20,7,32,45,25,3,12,0
188,2006.07.08,3,3501405200,19,24,27,30,31,34,36,1
188,2006.07.08,0,0,43,28,18,31,41,14,29,0
187,2006.07.01,7,1544733900,1,2,8,18,29,38,42,1
187,2006.07.01,0,0,39,37,16,17,15,14,34,0
186,2006.06.24,9,1187882600,4,10,14,19,21,45,9,1
186,2006.06.24,0,0,31,36,32,20,7,15,38,0
185,2006.06.17,3,3522485800,1,2,4,8,19,38,14,1
185,2006.06.17,0,0,28,4,5,32,6,16,27,0
184,2006.06.10,6,1747753050,1,2,6,16,20,33,41,1
184,2006.06.10,0,0,19,11,25,40,14,22,13,0
183,2006.06.03,6,1777221500,2,18,24,34,40,42,5,1
183,2006.06.03,0,0,41,36,14,22,39,21,43,0
182,2006.05.27,3,3721439400,13,15,27,29,34,40,35,1
182,2006.05.27,0,0,18,30,9,3,11,31,24,0
181,2006.05.20,6,1941763300,14,21,23,32,40,45,44,1
181,2006.05.20,0,0,44,26,6,36,29,45,22,0
180,2006.05.13,2,5763371550,2,15,20,21,29,34,22,1
180,2006.05.13,0,0,9,30,45,3,2,23,22,0
179,2006.05.06,10,1081093920,5,9,17,25,39,43,32,1
179,2006.05.06,0,0,28,21,43,7,5,11,37,0
178,2006.04.29,5,2254621080,1,5,11,12,18,23,9,1
178,2006.04.29,0,0,3,10,42,11,6,28,39,0
177,2006.04.22,7,1693285500,1,10,13,16,37,43,6,1
177,2006.04.22,0,0,44,23,3,18,13,5,36,0
176,2006.04.15,5,2314663080,4,17,30,32,33,34,15,1
176,2006.04.15,0,0,32,36,26,10,23,17,41,0
175,2006.04.08,5,2371132620,19,26,28,31,33,36,17,1
175,2006.04.08,0,0,25,13,38,3,27,4,5,0
174,2006.04.01,7,1771103058,13,14,18,22,35,39,16,1
174,2006.04.01,0,0,36,26,8,16,10,34,42,0
173,2006.03.25,8,1487736788,3,9,24,30,33,34,18,1
173,2006.03.25,0,0,27,22,13,17,14,45,2,0
172,2006.03.18,11,1081154073,4,19,21,24,26,41,35,1
172,2006.03.18,0,0,15,44,18,22,6,34,37,0
171,2006.03.11,6,1961339700,4,16,25,29,34,35,1,1
171,2006.03.11,0,0,9,25,11,10,29,36,44,0
170,2006.03.04,6,1923108250,2,11,13,15,31,42,10,1
170,2006.03.04,0,0,20,10,26,5,7,29,15,0
169,2006.02.25,5,2482888380,16,27,35,37,43,45,19,1
169,2006.02.25,0,0,28,9,26,4,17,30,43,0
168,2006.02.18,5,2349946920,3,10,31,40,42,43,30,1
168,2006.02.18,0,0,21,43,31,38,32,17,10,0
167,2006.02.11,5,2491222920,24,27,28,30,36,39,4,1
167,2006.02.11,0,0,24,40,20,29,44,39,23,0
166,2006.02.04,11,1111299982,9,12,27,36,39,45,14,1
166,2006.02.04,0,0,36,27,26,42,31,22,9,0
165,2006.01.28,2,6767426700,5,13,18,19,22,42,31,1
165,2006.01.28,0,0,16,24,19,44,6,21,10,0
164,2006.01.21,3,4054937900,6,9,10,11,39,41,27,1
164,2006.01.21,0,0,21,40,1,30,18,33,12,0
163,2006.01.14,7,1629726515,7,11,26,28,29,44,16,1
163,2006.01.14,0,0,32,45,41,43,42,24,39,0
162,2006.01.07,5,2308265760,1,5,21,25,38,41,24,1
162,2006.01.07,0,0,3,24,1,26,10,29,32,0
161,2005.12.31,7,1996876272,22,34,36,40,42,45,44,1
161,2005.12.31,0,0,15,26,9,8,29,18,32,0
160,2005.12.24,2,5490805350,3,7,8,34,39,41,1,1
160,2005.12.24,0,0,18,14,21,34,13,2,29,0
159,2005.12.17,6,1755407300,1,18,30,41,42,43,32,1
159,2005.12.17,0,0,29,9,17,13,30,40,34,0
158,2005.12.10,10,1069544340,4,9,13,18,21,34,7,1
158,2005.12.10,0,0,39,27,36,22,25,37,30,0
157,2005.12.03,2,5484903750,19,26,30,33,35,39,37,1
157,2005.12.03,0,0,37,10,5,16,28,23,36,0
156,2005.11.26,8,1401099900,5,18,28,30,42,45,2,1
156,2005.11.26,0,0,28,43,40,10,27,26,30,0
155,2005.11.19,9,1193005734,16,19,20,32,33,41,4,1
155,2005.11.19,0,0,34,3,29,38,9,22,11,0
154,2005.11.12,4,2836628700,6,19,21,35,40,45,20,1
154,2005.11.12,0,0,9,39,8,3,22,2,23,0
153,2005.11.05,4,2730526125,3,8,11,12,13,36,33,1
153,2005.11.05,0,0,10,33,22,16,18,1,38,0
152,2005.10.29,5,2278131840,1,5,13,26,29,34,43,1
152,2005.10.29,0,0,15,21,16,28,9,42,36,0
151,2005.10.22,4,2716634025,1,2,10,13,18,19,15,1
151,2005.10.22,0,0,36,30,3,20,13,27,9,0
150,2005.10.15,4,2831645850,2,18,25,28,37,39,16,1
150,2005.10.15,0,0,15,9,33,11,25,19,34,0
